"Survey"	"Date"	"Station"	"Temp"	"Top EC"	"Bottom EC"	"Secchi"	"Turbidity"	"Latitude"	"Longitude"	"Comments"
1	3/12/2013 0:00:00	602	13.00	7330	7400	21	54.40	"38-06-410"	"122-02-290"	"Extreme low tide-moved out to deeper water. Converted coordinates from Decimal Minutes to Degrees Minutes Seconds TM 06162015"
1	3/12/2013 0:00:00	606	13.30	5850	6010	17	92.10	"38-10-080"	"122-01-270"	"Converted coordinates from Decimal Minutes to Degrees Minutes Seconds TM 06162015"
1	3/12/2013 0:00:00	609	13.20	4697	4669	10	146.00	"38-10-010"	"121-56-270"	"Converted coordinates from Decimal Minutes to Degrees Minutes Seconds TM 06162015"
1	3/12/2013 0:00:00	610	13.10	4275	4306	19	70.50	"38-07-240"	"121-53-200"	"Converted coordinates from Decimal Minutes to Degrees Minutes Seconds TM 06162015"
1	3/12/2013 0:00:00	703	14.40	374	371	62	13.60	"38-02-528"	"121-47-528"	
1	3/12/2013 0:00:00	704	14.30	246	246	65	14.30	"38-03-553"	"121-47-231"	
1	3/12/2013 0:00:00	705	13.60	290	291	125	6.40	"38-06-070"	"121-42-303"	
1	3/12/2013 0:00:00	706	15.10	238	243	91	7.30	"38-05-068"	"121-45-014"	
1	3/12/2013 0:00:00	707	13.70	242	241	95	9.00	"38-06-484"	"121-42-316"	
1	3/12/2013 0:00:00	812	13.10	260	257	132	7.00	"38-05-252"	"121-38-348"	
1	3/12/2013 0:00:00	815	13.20	233	239	150	5.00	"38-05-025"	"121-34-153"	
1	3/12/2013 0:00:00	906	13.30	277	277	150	4.50	"38-03-050"	"121-30-255"	
1	3/12/2013 0:00:00	919	13.00	201	206	200	3.40	"38-06-222"	"121-29-518"	
1	3/13/2013 0:00:00	323	12.70	32480	33180	56	19.70	"38-02-210"	"122-08-380"	"Tow 3 waked by ferry; 7/31/13 LJD: Changed 'cable out' from 45' to 75.'  No information available to support conducting non-standard cable out length tows. Converted coordinates from Decimal Minutes to Degrees Minutes Seconds TM 06162015"
1	3/13/2013 0:00:00	340	13.90	21880	22260	37	49.70	"38-05-490"	"122-15-410"	"Tow 3: Ferry passed @ 09:24. Converted coordinates from Decimal Minutes to Degrees Minutes Seconds TM 06162015"
1	3/13/2013 0:00:00	342	15.10	20820	21000	46	29.30	"38-07-530"	"122-16-510"	"Converted coordinates from Decimal Minutes to Degrees Minutes Seconds TM 06162015"
1	3/13/2013 0:00:00	343	15.50	18660	19580	38	24.70	"38-10-570"	"122-18-350"	"Converted coordinates from Decimal Minutes to Degrees Minutes Seconds TM 06162015"
1	3/13/2013 0:00:00	344	15.40	17300	17500	37	35.00	"38-12-500"	"122-18-340"	"CB taken on 3rd tow. Converted coordinates from Decimal Minutes to Degrees Minutes Seconds TM 06162015"
1	3/13/2013 0:00:00	345	15.80	17600	17800	37	35.80	"38-13-140"	"122-18-370"	"1/2 inch hole in net was repaired on tow 1. At 13:41 a large tug boat passed by on port side about 50 ft from Munson. At 13:50 medium fishing boat passed on starboard side about 100ft from boat.  Converted coordinates from Decimal Minutes to Degrees Minutes Seconds TM 06162015"
1	3/13/2013 0:00:00	346	15.70	15270	15050	44	26.80	"38-14-090"	"122-17-130"	"Small fishing boat passed on starboard side at 15:06, small wake. Tow 1: Retow, did not write end flow meter #. Converted coordinates from Decimal Minutes to Degrees Minutes Seconds TM 06162015"
1	3/13/2013 0:00:00	501	13.60	7400	8120	20	55.20	"38-04-328"	"122-01-490"	"Repaired a small hole in net after tow 3."
1	3/13/2013 0:00:00	504	13.70	3876	5140	27	25.10	"38-03-091"	"121-59-067"	
1	3/13/2013 0:00:00	508	13.20	4184	4953	23	34.70	"38-02-539"	"121-55-041"	
1	3/13/2013 0:00:00	513	13.10	225	340	29	29.70	"38-03-275"	"121-52-101"	"tow 2. Pull at 6min 20secs done 10 seconds late. Tow 3. Pull at 2 mins 30 seconds late."
1	3/13/2013 0:00:00	519	13.30	4560	4620	26	41.20	"38-04-153"	"121-57-322"	
1	3/13/2013 0:00:00	520	13.90	795	897	52	16.80	"38-02-075"	"121-52-346"	
1	3/13/2013 0:00:00	801	12.80	147	215	33	22.50	"38-02-400"	"121-50-399"	"Cable: 150' per boat operator."
1	3/14/2013 0:00:00	718	14.30	568	508	54	16.40	"38-15-300"	"121-43-370"	"Converted coordinates from Decimal Minutes to Degrees Minutes Seconds TM 06162015"
2	3/25/2013 0:00:00	711	13.80	171	176	185	4.60	"38-10-360"	"121-39-402"	"Tow 2 : waked by boat @ 8:30"
2	3/25/2013 0:00:00	716	14.20	311	308	58	18.70	"38-14-191"	"121-41-045"	
2	3/25/2013 0:00:00	718	14.60	484	481	63	12.00	"38-15-251"	"121-43-573"	"slightly windy"
2	3/25/2013 0:00:00	719	14.50	512	527	62	14.20	"38-18-259"	"121-39-145"	
2	3/25/2013 0:00:00	720	14.90	596	608	60	17.50	"38-15-504"	"121-46-554"	"Windy"
2	3/25/2013 0:00:00	723	14.50	308	304	67	14.70	"38-14-157"	"121-40-222"	
2	3/25/2013 0:00:00	724	13.40	167	170	148	6.60	"38-15-218"	"121-39-076"	"towed at 100' as per boat op's advice (uneven bottom)"
2	3/25/2013 0:00:00	726	13.40	171	173	134	5.50	"38-16-560"	"121-38-374"	"towed @ 100' per boat op advice"
2	3/25/2013 0:00:00	809	14.60	363	366	104	7.60	"38-03-014"	"121-41-438"	
2	3/25/2013 0:00:00	901	14.20	276	283	178	4.00	"38-02-460"	"121-37-182"	"reduced to 5 min tows for tows 2 & 3. Too many weeds (had to do two retows for tow 2)."
2	3/25/2013 0:00:00	902	14.30	274	274	132	6.60	"38-01-099"	"121-34-562"	
2	3/25/2013 0:00:00	906	15.90	245	257	200	3.90	"38-02-535"	"121-30-152"	
2	3/25/2013 0:00:00	910	16.40	500	581	200	3.20	"38-00-030"	"121-26-573"	
2	3/25/2013 0:00:00	912	16.80	803	814	145	4.40	"37-57-589"	"121-22-072"	
2	3/25/2013 0:00:00	914	15.40	374	370	200	4.10	"37-58-005"	"121-31-511"	
2	3/25/2013 0:00:00	915	14.60	294	296	148	7.30	"37-56-516"	"121-34-089"	
2	3/26/2013 0:00:00	501	14.60	9000	11030	42	24.40	"38-04-203"	"122-01-248"	"Noted and repaired 2 dime sized holes in net after 3rd tow"
2	3/26/2013 0:00:00	504	15.10	6160	6400	40	20.70	"38-02-590"	"121-58-477"	"Noted 3 more dime - sized holes in net after first tow - repaired between first + second tow"
2	3/26/2013 0:00:00	519	14.70	6830	6850	43	54.30	"38-04-222"	"121-57-314"	
2	3/26/2013 0:00:00	602	14.10	11160	12230	32	49.60	"38-06-441"	"122-02-421"	
2	3/26/2013 0:00:00	606	15.10	6270	6270	27	71.70	"38-10-128"	"122-01-385"	"Towed at 150 feet instead of 175 due to current and wind. Tow 1: Performed an extra pull, so was 25' ahead of tow schedule after the 5:30 pull"
2	3/26/2013 0:00:00	609	15.00	4916	4915	20	108.00	"38-10-012"	"121-56-259"	
2	3/26/2013 0:00:00	610	14.60	3763	3837	20	77.60	"38-07-162"	"121-53-192"	"CB done on third tow due to misreading of flow meter on tow 1."
2	3/26/2013 0:00:00	703	14.90	584	590	38	24.90	"38-02-476"	"121-47-497"	
2	3/26/2013 0:00:00	704	15.00	251	235	42	30.40	"38-04-076"	"121-47-007"	
2	3/26/2013 0:00:00	705	15.00	283	281	117	6.60	"38-06-087"	"121-42-308"	
2	3/26/2013 0:00:00	706	14.60	216	217	72	10.90	"38-05-144"	"121-44-476"	
2	3/26/2013 0:00:00	707	14.30	216	213	68	12.30	"38-06-434"	"121-42-329"	
2	3/26/2013 0:00:00	812	14.50	254	250	131	7.50	"38-05-244"	"121-38-256"	"5 minute tow"
2	3/26/2013 0:00:00	815	14.30	202	197	138	9.50	"38-05-442"	"121-34-287"	
2	3/26/2013 0:00:00	919	14.50	184	189	200	3.40	"38-02-538"	"121-30-154"	
2	3/27/2013 0:00:00	323	13.70	35230	30010	58	11.90	"38-04-189"	"122-58-552"	
2	3/27/2013 0:00:00	340	14.80	25450	25860	49	31.80	"38-05-356"	"122-15-265"	
2	3/27/2013 0:00:00	342	15.10	22430	22690	34	24.50	"38-08-484"	"122-17-200"	"Repaired dime sized hole in net after tow 3"
2	3/27/2013 0:00:00	343	15.20	20860	1430	42	29.20	"38-11-002"	"122-18-386"	
2	3/27/2013 0:00:00	344	16.20	18290	18610	32	31.60	"38-12-526"	"122-18-344"	"Cable 75' per boat op."
2	3/27/2013 0:00:00	345	16.40	18160	18590	34	30.60	"38-13-280"	"122-18-302"	"CB done on tow 2."
2	3/27/2013 0:00:00	346	16.40	16450	16590	32	30.00	"38-14-080"	"122-17-135"	
2	3/27/2013 0:00:00	508	14.40	3903	5370	35	46.30	"38-02-509"	"121-54-568"	
2	3/27/2013 0:00:00	513	14.40	3060	4350	42	29.30	"38-03-294"	"121-52-176"	
2	3/27/2013 0:00:00	520	14.70	1423	1498	47	33.80	"38-01-552"	"121-52-016"	
2	3/27/2013 0:00:00	801	14.50	2385	3045	46	27.00	"38-02-174"	"121-50-282"	"GPS taken on tow 2"
2	3/27/2013 0:00:00	804	14.90	445	516	75	14.50	"38-01-065"	"121-48-274"	"Tow 1: missed 2:00 pull"
2	3/27/2013 0:00:00	918	16.40	324	329	145	4.20	"37-51-423"	"121-34-107"	
2	3/28/2013 0:00:00	405	14.60	19100	20300	17	97.80	"38-02-219"	"122-08-380"	
2	3/28/2013 0:00:00	411	14.50	18920	20250	38	32.40	"38-02-598"	"122-04-591"	
2	3/28/2013 0:00:00	418	14.60	13620	16100	37	27.00	"38-03-578"	"122-05-490"	
3	4/8/2013 0:00:00	711	15.40	177	186	93	7.30	"38-10-372"	"121-39-407"	"Latitude and longitude taken on tow 3. GPS unit batteries dead  on tow 1 and 2. Bad pair of backups in toolbox."
3	4/8/2013 0:00:00	716	16.10	305	338	32	46.20	"38-14-224"	"121-41-071"	"Very windy, a lot of wind chop"
3	4/8/2013 0:00:00	718	16.40	441	442	31	33.40	"38-15-239"	"121-43-481"	"Tows 2&3 changed to 5 min tows: strong wind pushing boat toward shore; varying depths, surface tows for 2&3."
3	4/8/2013 0:00:00	719	16.00	551	548	43	17.70	"38-19-541"	"121-38-527"	"Very windy."
3	4/8/2013 0:00:00	723	16.10	241	225	66	15.00	"38-14-168"	"121-40-228"	"Very windy conditions."
3	4/8/2013 0:00:00	724	16.00	165	183	72	10.50	"38-15-239"	"121-39-077"	
3	4/8/2013 0:00:00	726	16.40	164	169	74	10.60	"38-16-546"	"121-38-369"	"Windy"
3	4/8/2013 0:00:00	809	15.80	314	355	83	13.70	"38-03-039"	"121-41-414"	
3	4/8/2013 0:00:00	901	15.90	274	322	140	6.90	"38-02-461"	"121-36-557"	"Retow on tow 2-too many weeds. Tow 2 and 3 did 5 minute tows b/c of weeds."
3	4/8/2013 0:00:00	902	16.30	280	278	105	9.00	"38-01-074"	"121-34-560"	"Tow 3: Hit bottom, retowed."
3	4/8/2013 0:00:00	910	17.60	629	642	150	6.20	"37-59-595"	"121-26-533"	
3	4/8/2013 0:00:00	912	18.20	820	828	132	5.70	"37-58-079"	"121-22-184"	
3	4/8/2013 0:00:00	914	17.20	321	327	133	9.30	"37-58-079"	"121-31-433"	"Windy; towed at 150' per boat op's advice."
3	4/8/2013 0:00:00	915	17.10	318	326	120	6.40	"37-56-458"	"121-34-088"	
3	4/8/2013 0:00:00	918	17.10	437	444	97	7.90	"37-51-467"	"121-34-151"	
3	4/9/2013 0:00:00	501	16.00	3787	3589	18	57.50	"38-04-153"	"122-01-108"	
3	4/9/2013 0:00:00	504	16.50	2137	2184	26	49.40	"38-03-039"	"121-59-008"	"Fixed small hole between tows 2 and 3, near base of net (near skis)."
3	4/9/2013 0:00:00	519	16.10	1343	1537	17	48.80	"38-04-227"	"121-57-336"	"Repaired small hole near cod-end jar before tow 3"
3	4/9/2013 0:00:00	602	15.70	4429	4796	18	84.70	"38-06-317"	"122-03-094"	"Very rocky water. Van Dorn slammed against hull and broke edge of end."
3	4/9/2013 0:00:00	606	15.80	6680	6850	19	77.00	"38-10-085"	"122-01-249"	"Changed longitude degrees from 121 to 122 after plotting coordinates.  LJD 061515"
3	4/9/2013 0:00:00	609	15.50	5740	5750	19	90.30	"38-10-006"	"121-56-263"	"Tow 2: line freespooled 50' too far, corrected immediately. Between Tow 2 and Tow 3: a small hole repaired at base of net (near skis)."
3	4/9/2013 0:00:00	610	15.50	4117	4186	21	81.80	"38-07-200"	"121-53-174"	"Fixed two small holes at base of net near skis between Tow 2 and Tow 3. Strong winds."
3	4/9/2013 0:00:00	705	16.30	246	246	90	11.00	"38-06-072"	"121-42-306"	
3	4/9/2013 0:00:00	706	16.20	185	187	60	17.30	"38-05-097"	"121-44-593"	
3	4/9/2013 0:00:00	707	15.90	195	196	48	20.90	"38-06-388"	"121-42-416"	"Tow 1: 1st pull 20 sec late"
3	4/9/2013 0:00:00	812	16.10	207	211	90	8.70	"38-05-227"	"121-38-263"	
3	4/9/2013 0:00:00	815	15.90	214	214	110	6.60	"38-05-030"	"121-34-163"	
3	4/9/2013 0:00:00	906	16.00	282	292	200	4.80	"38-03-012"	"121-30-214"	"Tow 2: spilled <5% of sample"
3	4/9/2013 0:00:00	919	15.50	155	162	180	4.70	"38-06-358"	"121-30-030"	
3	4/10/2013 0:00:00	323	15.40	29190	31620	34	46.20	"38-02-362"	"122-17-489"	"Fixed small hole between Tow 2 + Tow 3"
3	4/10/2013 0:00:00	340	17.80	19580	24500	42	23.00	"38-05-529"	"122-15-467"	
3	4/10/2013 0:00:00	342	16.80	19940	20040	36	53.30	"38-08-519"	"122-17-258"	
3	4/10/2013 0:00:00	343	17.20	22120	22480	34	38.60	"38-11-020"	"122-18-455"	
3	4/10/2013 0:00:00	344	17.30	18530	18630	28	35.30	"38-13-070"	"122-18-394"	"Towed at 75' per boat op's instructions."
3	4/10/2013 0:00:00	345	17.20	15160	15610	34	48.80	"38-13-400"	"122-18-059"	"Towed @ 75' per boat OP's instructions"
3	4/10/2013 0:00:00	346	17.40	11810	12790	48	21.90	"38-14-010"	"122-17-150"	
3	4/10/2013 0:00:00	508	16.30	470	467	20	60.50	"38-02-499"	"121-55-030"	
3	4/10/2013 0:00:00	513	16.10	431	460	22	46.30	"38-03-349"	"121-52-065"	
3	4/10/2013 0:00:00	520	16.40	400	410	31	41.00	"38-01-551"	"121-51-521"	"tow 2:  1st pull 15 seconds late. Big wake from speed boat"
3	4/10/2013 0:00:00	703	15.80	460	460	21	37.90	"38-03-020"	"121-47-500"	
3	4/10/2013 0:00:00	704	15.80	270	304	24	33.00	"38-03-551"	"121-47-307"	"200' cable length per boat op. advice. Tow 3: reduced to 5 minute tows due to excessive debris"
3	4/10/2013 0:00:00	801	16.00	473	513	28	45.40	"38-02-454"	"121-50-411"	"Tow 3: Pull at 08:15 minutes 10 seconds late."
3	4/10/2013 0:00:00	804	17.60	289	292	60	19.70	"38-01-018"	"121-47-388"	
3	4/11/2013 0:00:00	405	15.90	12020	16356	12	165.00	"38-02-180"	"122-08-511"	"Low CB due to slightly tilted housing"
3	4/11/2013 0:00:00	411	16.50	7100	7690	32	85.50	"38-03-017"	"122-04-507"	
3	4/11/2013 0:00:00	418	16.00	8260	8550	23	92.60	"38-03-558"	"122-05-492"	
4	4/22/2013 0:00:00	711	18.50	184	191	68	11.10	"38-10-339"	"121-39-345"	
4	4/22/2013 0:00:00	716	18.10	257	253	39	36.10	"38-14-288"	"121-41-122"	
4	4/22/2013 0:00:00	718	17.90	385	386	36	25.90	"38-15-246"	"121-43-505"	"CB taken on Tow 3, bottle knocked over between tows."
4	4/22/2013 0:00:00	719	17.50	454	458	39	24.60	"38-18-255"	"121-39-143"	"CB housing tilted, bolts tightened and angle of housing fixed after Tow 3."
4	4/22/2013 0:00:00	720	18.30	488	487	31	36.60	"38-15-399"	"121-46-220"	"Retow on Tow 2, net hit bottom briefly. Collected one Chinook salmon on Tow 3 with clipped adipose fin, stored on ice and brought back to Stockton facility."
4	4/22/2013 0:00:00	723	17.90	266	267	46	26.30	"38-14-144"	"121-40-222"	
4	4/22/2013 0:00:00	724	18.90	174	171	102	25.50	"38-15-254"	"121-39-072"	
4	4/22/2013 0:00:00	726	18.80	170	172	116	25.30	"38-16-568"	"121-38-376"	
4	4/22/2013 0:00:00	809	17.30	231	237	64	12.50	"38-03-012"	"121-41-426"	
4	4/22/2013 0:00:00	901	17.20	233	237	93	6.70	"38-02-510"	"121-37-209"	"Changed lat degrees from 33 to 38 after plotting coordinates. LJD 061515"
4	4/22/2013 0:00:00	902	17.70	260	260	104	7.30	"38-01-122"	"121-34-570"	"Tow 2: Low flow meter number, retowed (weed tangled around flow meter.)"
4	4/22/2013 0:00:00	910	19.20	582	640	132	4.70	"38-00-090"	"121-27-021"	
4	4/22/2013 0:00:00	912	19.80	833	831	170	4.10	"37-57-565"	"121-22-058"	
4	4/22/2013 0:00:00	914	18.70	335	331	200	3.10	"37-58-003"	"121-31-502"	"Tow 1: Retow, hit bottom."
4	4/22/2013 0:00:00	915	18.10	311	313	120	6.00	"37-56-406"	"121-34-071"	"Windy."
4	4/22/2013 0:00:00	918	18.80	417	409	100	5.30	"37-51-448"	"121-34-137"	
4	4/23/2013 0:00:00	501	17.70	12690	15300	32	28.20	"38-04-219"	"122-01-217"	
4	4/23/2013 0:00:00	504	19.20	10160	14940	46	25.70	"38-03-025"	"121-58-578"	"Towed at 150' due to fluctuation in depth."
4	4/23/2013 0:00:00	519	17.80	9810	10720	36	23.90	"38-04-219"	"121-57-269"	"Fixed a hole in CB net after tow 1."
4	4/23/2013 0:00:00	602	17.50	15770	15740	25	54.00	"38-06-531"	"122-02-338"	"Windy"
4	4/23/2013 0:00:00	606	18.00	6920	7110	31	47.50	"38-10-134"	"122-01-368"	"Hole in net noticed and fixed after tow 1. Changed longitude degrees from 121 to 122 after plotting coordinates.  LJD 061515"
4	4/23/2013 0:00:00	609	17.60	5050	5040	20	85.00	"38-10-011"	"121-56-267"	"Windy-towed at 150' cable length due to wind."
4	4/23/2013 0:00:00	610	17.90	3542	3712	22	79.80	"38-07-194"	"121-53-205"	
4	4/23/2013 0:00:00	705	17.90	216	215	42	14.40	"38-06-132"	"121-42-330"	"Wash down hose clogged with algae; using prop wash and buckets to rinse net."
4	4/23/2013 0:00:00	706	17.40	637	738	27	32.20	"38-05-079"	"121-44-545"	"Latitude/longitude taken @ start of Tow 3. GPS ""aquiring satellites"". Wash down hose clogged with algae-using propeller wash and buckets to wash down net."
4	4/23/2013 0:00:00	707	17.90	202	205	44	22.00	"38-06-571"	"121-42-233"	"Lat/Long taken on 2nd tow GPS was acquiring satellites. Wash down hose clogged with algae; using prop wash and buckets to rinse net."
4	4/23/2013 0:00:00	812	17.10	228	241	66	9.40	"38-05-235"	"121-38-319"	"Fixed two holes in net between Tow 2 and Tow 3, one at the base of the net, the seam is tearing away from the mesh. Washdown hose clogged with algae, using prop wash and buckets to wash net down."
4	4/23/2013 0:00:00	815	17.20	224	227	93	5.90	"38-05-224"	"121-34-241"	"Strong wind and wind chop: North winds 30 knots and gusts at 35 knots. Washdown hose clogged with algae; using prop wash and buckets to wash net down."
4	4/23/2013 0:00:00	906	17.70	323	318	99	6.20	"38-03-123"	"121-30-419"	"Tow 2: Washdown hose clogged with algae; using prop wash and buckets to wash net down."
4	4/23/2013 0:00:00	919	17.40	173	173	144	4.00	"38-06-339"	"121-30-030"	"Lat and Long taken at beginning of 3rd tow GPS was ""acquiring satellites"" on tows 1 and 2"
4	4/24/2013 0:00:00	323	15.40	35960	36760	40	24.50	"38-02-316"	"122-17-338"	"Chinook Salmon released alive. Had adipose fin."
4	4/24/2013 0:00:00	340	17.50	27130	26530	42	31.80	"38-05-527"	"122-15-438"	
4	4/24/2013 0:00:00	342	17.50	24860	25560	40	26.00	"38-08-473"	"122-17-173"	
4	4/24/2013 0:00:00	343	18.60	23560	23490	29	57.00	"38-11-003"	"122-18-382"	
4	4/24/2013 0:00:00	344	18.60	21670	21820	20	46.00	"38-12-504"	"122-18-333"	"Hole in CB net repaired."
4	4/24/2013 0:00:00	345	19.10	21930	22170	26	32.90	"38-13-277"	"122-18-308"	"Cable length 100' due to uneven depth."
4	4/24/2013 0:00:00	346	19.90	19700	20170	29	29.90	"38-14-039"	"122-17-141"	"Cable 75' per protocol. Tow 2 changed to 5 minutes due to excessive jelly fish. Jelly fish clogging cod end. Gallon jars used for tow 1 and 2."
4	4/24/2013 0:00:00	508	17.20	6050	7010	25	36.00	"38-02-463"	"121-55-197"	"Changed top and bottom EC from 60500 and 70100 to 6050 and 7010 respectively.  Change rectifies with CDEC. LJD 073113"
4	4/24/2013 0:00:00	513	17.10	4930	6110	30	35.30	"38-03-316"	"121-52-057"	
4	4/24/2013 0:00:00	520	17.40	1803	2080	28	28.40	"38-01-553"	"121-52-016"	
4	4/24/2013 0:00:00	703	16.60	1315	3774	32	33.00	"38-03-160"	"121-47-592"	
4	4/24/2013 0:00:00	704	16.90	1941	2440	28	46.40	"38-03-596"	"121-47-192"	"Repaired nickel sized hole after tow 3."
4	4/24/2013 0:00:00	801	17.60	1200	1283	40	27.70	"38-02-393"	"121-50-363"	
4	4/24/2013 0:00:00	804	17.90	470	668	45	15.70	"38-01-064"	"121-47-598"	
4	4/25/2013 0:00:00	405	15.90	26110	27250	24	237.00	"38-02-223"	"122-08-486"	
4	4/25/2013 0:00:00	411	16.40	19200	19760	40	96.10	"38-03-029"	"122-04-464"	
4	4/25/2013 0:00:00	418	16.40	18820	22260	36	87.40	"38-03-559"	"122-05-496"	
5	5/6/2013 0:00:00	711	19.10	148	451	108	9.50	"38-10-381"	"121-39-483"	
5	5/6/2013 0:00:00	716	19.90	181	190	46	23.40	"38-14-213"	"121-41-062"	
5	5/6/2013 0:00:00	718	19.60	282	287	34	33.30	"38-15-290"	"121-43-409"	
5	5/6/2013 0:00:00	719	19.20	534	552	38	32.90	"38-20-003"	"121-38-511"	
5	5/6/2013 0:00:00	720	19.90	335	354	32	37.10	"38-15-421"	"121-46-371"	"Reduced tows to 5 minutes because it was late in the day and we wanted to try to make it back to the fuel dock before it closed.."
5	5/6/2013 0:00:00	723	19.50	219	222	47	26.60	"38-14-145"	"121-40-229"	
5	5/6/2013 0:00:00	724	20.00	142	151	117	7.90	"38-15-218"	"121-39-076"	"Tow 1: Hit bottom at 100'. Pulled in to 75' @ 9:00. Conducted tows 2 & 3 at 75'. Tow 1: Log in net - anchored outside of Arrowhead Marine to replace net. Sample not taken, reto. Sampled Station 726 before returning to sample this station again."
5	5/6/2013 0:00:00	726	20.40	138	144	89	8.70	"38-16-526"	"121-38-350"	"Towed at 75' per boat op's instructions"
5	5/6/2013 0:00:00	809	19.10	437	418	32	29.40	"38-03-043"	"121-41-413"	"Net clogged with excessive algae. Reduced tow to 5 mins for 2nd tow. Retow due to clogged net. Reduced tow time to 2.5 minutes for tow 2 and 3."
5	5/6/2013 0:00:00	901	18.90	321	318	50	18.10	"38-02-480"	"121-37-099"	"Retow on tow 1 due to extreme algae clogging net. Tow time reduced to 2.5 minutes. (Net so clogged it was almost impossible to lift out of water)"
5	5/6/2013 0:00:00	902	19.80	279	520	51	18.00	"38-01-084"	"121-34-567"	"2.5 minute tows per Julio and Ken due to excessive algae. After tow 1, algae still clogged net so changed to surface tows for tow 2. Worse at 75' cable length, so went back to 175' length."
5	5/6/2013 0:00:00	910	21.20	431	446	95	6.80	"38-00-045"	"121-26-593"	"Started at 2.5 min. tow as a precaution against algae. Changed to 10 min. tows since algae was not a problem."
5	5/6/2013 0:00:00	912	20.60	324	303	80	5.80	"37-58-021"	"121-22-116"	"started 1st tow with 2.5 minute tows due to excessive algae at previous stations. Since algae was not a problem , we went back to 10 min. tows for tows 2 and 3."
5	5/6/2013 0:00:00	914	21.10	372	373	69	9.20	"37-57-472"	"121-31-471"	"2.5 minute tows due to excessive algae per Julio's recommendation."
5	5/6/2013 0:00:00	915	20.60	309	312	40	16.90	"37-56-454"	"121-34-085"	"2.5 minute tows due to algae. Consulted with Julio."
5	5/6/2013 0:00:00	918	20.30	306	312	69	10.30	"37-51-449"	"121-34-138"	"Tows 2 and 3: went back to 10 minute tow because algae problem was not as excessive. (Previous stations had too much algae so tow times had been reduced per Julio and Boat Op. recommendation)."
5	5/7/2013 0:00:00	501	19.40	15500	16360	29	38.40	"38-04-212"	"122-01-256"	
5	5/7/2013 0:00:00	504	19.50	13470	13850	36	52.20	"38-03-022"	"121-58-578"	"Tow 1: Net came untied from 1 loop frame. Was retied before tow 2."
5	5/7/2013 0:00:00	519	19.80	10830	11340	39	47.10	"38-04-218"	"121-57-382"	
5	5/7/2013 0:00:00	602	19.00	16200	16180	19	60.90	"38-06-523"	"122-02-488"	
5	5/7/2013 0:00:00	606	20.20	7790	8920	29	37.30	"38-10-117"	"122-01-173"	"Tow 1: towed at 150' as per boat ops instructions. Tows 2+3: switched to 175' due to average depth reading of 24'"
5	5/7/2013 0:00:00	609	18.90	6360	6440	27	39.90	"38-10-022"	"121-56-242"	"Ad (+) Chinook released alive"
5	5/7/2013 0:00:00	610	18.60	5040	5080	26	56.20	"38-07-229"	"121-53-205"	
5	5/7/2013 0:00:00	705	19.70	363	360	43	22.70	"38-06-093"	"121-42-308"	"CB taken tow 2. Tows 2+3 reduced to 2.5 min due to excessive algae."
5	5/7/2013 0:00:00	706	20.10	231	240	32	34.70	"38-05-093"	"121-44-593"	
5	5/7/2013 0:00:00	707	19.90	173	173	73	16.10	"38-06-483"	"121-42-329"	
5	5/7/2013 0:00:00	812	19.60	260	261	52	20.70	"38-05-223"	"121-38-313"	"Towed @ 2.5 min; excessive algae"
5	5/7/2013 0:00:00	815	19.70	277	272	55	20.10	"38-05-089"	"121-34-189"	"CB taken on Tow 2. 2.5 min tows due to excessive algae."
5	5/7/2013 0:00:00	906	20.00	399	391	72	13.80	"38-03-026"	"121-30-235"	"Retow on Tow 1, extreme algae clogging"
5	5/7/2013 0:00:00	919	19.60	176	181	68	16.00	"38-06-192"	"121-29-382"	"Excessive algae caused net to clog on tow 1, reduced tow time to 2.5 min on tows 2 and 3"
5	5/8/2013 0:00:00	323	17.60	31140	34430	45	30.00	"38-02-352"	"122-17-385"	
5	5/8/2013 0:00:00	340	18.10	28040	28240	42	30.00	"38-05-523"	"122-15-432"	
5	5/8/2013 0:00:00	342	18.10	27550	27560	28	48.80	"38-08-494"	"122-17-173"	
5	5/8/2013 0:00:00	343	18.30	26910	27220	30	46.30	"38-11-008"	"122-18-371"	"Retow 2 and 3 - wrote wrong meter number down"
5	5/8/2013 0:00:00	344	18.80	26120	26260	32	30.90	"38-12-510"	"122-18-337"	
5	5/8/2013 0:00:00	345	19.40	26040	26570	45	21.60	"38-13-307"	"122-18-281"	
5	5/8/2013 0:00:00	346	19.30	24160	24420	45	19.90	"38-14-144"	"122-17-136"	
5	5/8/2013 0:00:00	508	18.60	3688	5200	29	39.50	"38-02-454"	"121-55-139"	
5	5/8/2013 0:00:00	513	18.50	2998	3197	28	47.40	"38-03-332"	"121-52-039"	
5	5/8/2013 0:00:00	520	18.80	1507	1632	31	37.10	"38-01-539"	"121-52-065"	
5	5/8/2013 0:00:00	703	18.20	2444	3264	37	40.40	"38-03-009"	"121-47-521"	
5	5/8/2013 0:00:00	704	19.70	1607	1873	28	57.60	"38-03-560"	"121-47-298"	"very windy and choppy"
5	5/8/2013 0:00:00	801	18.40	2699	2798	30	54.60	"38-03-149"	"121-50-492"	
5	5/8/2013 0:00:00	804	19.00	549	582	36	26.00	"38-00-595"	"121-47-306"	"Tow 1: Algae clogged net and CB net. Retow tow 1 and CB at 5 mins. Tow 2: Retow at 2.5 mins due to excessive algae clogging net."
